Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NORTH GAIA,"1,271,000",979.52,"1,298",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"13,967",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,06 to 10
THE VALES,"1,560,000","1,033.34","1,510",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,96,"16,250",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE CRITERION,"1,000,000",721.19,"1,387",Aug-24,YISHUN STREET 51,Resale,Strata,67,"14,925",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
1 CANBERRA,"1,300,000","1,065.64","1,220",Aug-24,CANBERRA DRIVE,Resale,Strata,99,"13,131",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
THE TOPIARY,"2,488,000","2,012.87","1,236",Aug-24,FERNVALE LANE,Resale,Strata,187,"13,305",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,21 to 25
ALTURA,"1,740,000","1,205.57","1,443",Aug-24,BUKIT BATOK WEST AVENUE 8,New Sale,Strata,112,"15,536",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE BROWNSTONE,"1,472,000","1,108.69","1,328",Aug-24,CANBERRA DRIVE,Resale,Strata,103,"14,291",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"1,390,000",828.83,"1,677",Aug-24,COMPASSVALE BOW,Resale,Strata,77,"18,052",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
AUSTVILLE RESIDENCES,"1,380,000","1,022.58","1,350",Aug-24,SENGKANG EAST AVENUE,Resale,Strata,95,"14,526",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
BELLEWATERS,"1,336,500",990.29,"1,350",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,92,"14,527",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,620,000","1,205.57","1,344",Aug-24,WOODLANDS AVENUE 6,Resale,Strata,112,"14,464",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
THE TERRACE,"1,870,000","1,313.21","1,424",Aug-24,EDGEDALE PLAINS,Resale,Strata,122,"15,328",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
WOODSVALE,"1,170,000","1,291.68",906,Aug-24,WOODLANDS DRIVE 72,Resale,Strata,120,"9,750",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
1 CANBERRA,"1,248,000","1,054.87","1,183",Aug-24,CANBERRA DRIVE,Resale,Strata,98,"12,735",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"2,050,000","1,323.97","1,548",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,123,"16,667",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
LA CASA,"1,070,000","1,140.98",938,Aug-24,WOODLANDS DRIVE 16,Resale,Strata,106,"10,094",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
THE FLORAVALE,"1,268,000","1,248.62","1,016",Aug-24,WESTWOOD AVENUE,Resale,Strata,116,"10,931",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
THE CANOPY,"1,190,000","1,033.34","1,152",Aug-24,YISHUN AVENUE 11,Resale,Strata,96,"12,396",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,350,000",979.52,"1,378",Aug-24,CANBERRA DRIVE,Resale,Strata,91,"14,835",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
NORTH GAIA,"1,248,000",979.52,"1,274",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"13,714",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,06 to 10
NORTH GAIA,"1,289,000",979.52,"1,316",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"14,165",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,11 to 15
NORTH GAIA,"1,293,000",979.52,"1,320",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"14,209",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
NORTH GAIA,"1,296,000",979.52,"1,323",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"14,242",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
NORTH GAIA,"1,208,000",968.76,"1,247",Aug-24,YISHUN CLOSE,New Sale,Strata,90,"13,422",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
THE TOPIARY,"1,299,988",914.94,"1,421",Aug-24,FERNVALE LANE,Resale,Strata,85,"15,294",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
1 CANBERRA,"1,470,000","1,248.62","1,177",Aug-24,CANBERRA DRIVE,Resale,Strata,116,"12,672",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
PARC LIFE,"1,580,000","1,108.69","1,425",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,103,"15,340",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,16 to 20
PARC GREENWICH,"1,500,000","1,065.64","1,408",Aug-24,FERNVALE LANE,New Sale,Strata,99,"15,152",-,Executive Condominium,1,99 yrs lease commencing from 2020,28,Outside Central Region,01 to 05
THE VISIONAIRE,"1,200,000",850.36,"1,411",Aug-24,CANBERRA DRIVE,Resale,Strata,79,"15,190",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
PRIVE,"1,630,000","1,087.16","1,499",Aug-24,PUNGGOL FIELD,Resale,Strata,101,"16,139",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
PRIVE,"1,215,000",882.65,"1,377",Aug-24,PUNGGOL FIELD,Resale,Strata,82,"14,817",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
FORESTVILLE,"1,470,000","1,205.57","1,219",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,112,"13,125",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
WOODSVALE,"1,080,000","1,280.92",843,Aug-24,WOODLANDS DRIVE 72,Resale,Strata,119,"9,076",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
PARC LIFE,"1,350,000","1,001.05","1,349",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,93,"14,516",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
EASTVALE,"1,300,000","1,280.92","1,015",Aug-24,PASIR RIS DRIVE 3,Resale,Strata,119,"10,924",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LA CASA,"1,058,888",979.52,"1,081",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,91,"11,636",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
SEA HORIZON,"1,280,000","1,151.75","1,111",Aug-24,PASIR RIS RISE,Resale,Strata,107,"11,963",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
PARK GREEN,"1,425,000","1,345.5","1,059",Aug-24,RIVERVALE LINK,Resale,Strata,125,"11,400",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
WINDERMERE,"1,250,000","1,280.92",976,Aug-24,CHOA CHU KANG STREET 64,Resale,Strata,119,"10,504",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,16 to 20
NORTHWAVE,"1,600,000","1,270.15","1,260",Aug-24,WOODLANDS VIEW,Resale,Strata,118,"13,559",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
SUMMERDALE,"1,240,000","1,270.15",976,Aug-24,BOON LAY DRIVE,Resale,Strata,118,"10,508",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
TREASURE CREST,"1,850,000","1,248.62","1,482",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,116,"15,948",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
THE CRITERION,"945,000",699.66,"1,351",Aug-24,YISHUN STREET 51,Resale,Strata,65,"14,538",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE CRITERION,"1,218,000",914.94,"1,331",Aug-24,YISHUN STREET 51,Resale,Strata,85,"14,329",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,708,888","1,130.22","1,512",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,105,"16,275",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
LAKE LIFE,"1,188,000",742.72,"1,600",Aug-24,TAO CHING ROAD,Resale,Strata,69,"17,217",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,16 to 20
TREASURE CREST,"1,700,000","1,151.75","1,476",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,107,"15,888",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
THE TERRACE,"1,830,000","1,313.21","1,394",Aug-24,EDGEDALE PLAINS,Resale,Strata,122,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
SEA HORIZON,"1,700,000","1,280.92","1,327",Aug-24,PASIR RIS RISE,Resale,Strata,119,"14,286",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
WATERWOODS,"1,390,000","1,044.11","1,331",Aug-24,PUNGGOL FIELD WALK,Resale,Strata,97,"14,330",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,368,888","1,151.75","1,189",Aug-24,WOODLANDS AVENUE 6,Resale,Strata,107,"12,793",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
NORTHOAKS,"1,110,000","1,237.86",897,Aug-24,WOODLANDS CRESCENT,Resale,Strata,115,"9,652",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
NORTH GAIA,"1,281,000",979.52,"1,308",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"14,077",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,11 to 15
NORTH GAIA,"1,391,000","1,001.05","1,390",Aug-24,YISHUN CLOSE,New Sale,Strata,93,"14,957",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,11 to 15
NORTH GAIA,"1,353,000","1,001.05","1,352",Aug-24,YISHUN CLOSE,New Sale,Strata,93,"14,548",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
THE RIVERVALE,"1,550,000","1,367.03","1,134",Aug-24,RIVERVALE LINK,Resale,Strata,127,"12,205",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
ECOPOLITAN,"1,750,000","1,248.62","1,402",Aug-24,PUNGGOL WALK,Resale,Strata,116,"15,086",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE CRITERION,"1,620,000","1,173.28","1,381",Aug-24,YISHUN STREET 51,Resale,Strata,109,"14,862",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
LUSH ACRES,"1,678,888","1,237.86","1,356",Aug-24,FERNVALE CLOSE,Resale,Strata,115,"14,599",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,21 to 25
EASTVALE,"1,180,000","1,184.04",997,Aug-24,PASIR RIS DRIVE 3,Resale,Strata,110,"10,727",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LA CASA,"1,150,000","1,140.98","1,008",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,106,"10,849",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,338,000",871.88,"1,535",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,81,"16,519",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
WATERWOODS,"1,500,000","1,044.11","1,437",Aug-24,PUNGGOL FIELD WALK,Resale,Strata,97,"15,464",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
LA CASA,"1,148,000","1,130.22","1,016",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,105,"10,933",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
THE BROWNSTONE,"1,340,000",914.94,"1,465",Aug-24,CANBERRA DRIVE,Resale,Strata,85,"15,765",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"1,750,000","1,065.64","1,642",Aug-24,COMPASSVALE BOW,Resale,Strata,99,"17,677",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE RIVERVALE,"1,550,000","1,367.03","1,134",Aug-24,RIVERVALE LINK,Resale,Strata,127,"12,205",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,450,000","1,119.46","1,295",Aug-24,WOODLANDS AVENUE 6,Resale,Strata,104,"13,942",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
THE VISIONAIRE,"1,036,888",721.19,"1,438",Aug-24,CANBERRA DRIVE,Resale,Strata,67,"15,476",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE RAINFOREST,"1,320,888",958,"1,379",Aug-24,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"14,841",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
LA CASA,"1,170,000","1,140.98","1,025",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,106,"11,038",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,11 to 15
CITYLIFE@TAMPINES,"1,670,000","1,130.22","1,478",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,105,"15,905",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,400,000",871.88,"1,606",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,81,"17,284",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
NORTH GAIA,"1,435,000","1,076.4","1,333",Aug-24,YISHUN CLOSE,New Sale,Strata,100,"14,350",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
LUMINA GRAND,"1,472,000",968.76,"1,519",Aug-24,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"16,356",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
LUMINA GRAND,"1,460,000",968.76,"1,507",Aug-24,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"16,222",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"1,668,000","1,065.64","1,565",Aug-24,COMPASSVALE BOW,Resale,Strata,99,"16,848",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
PARC GREENWICH,"1,330,000",958,"1,388",Aug-24,FERNVALE LANE,New Sale,Strata,89,"14,944",-,Executive Condominium,1,99 yrs lease commencing from 2020,28,Outside Central Region,01 to 05
NORTH GAIA,"1,319,000","1,001.05","1,318",Aug-24,YISHUN CLOSE,New Sale,Strata,93,"14,183",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,620,000","1,184.04","1,368",Aug-24,YISHUN STREET 51,Resale,Strata,110,"14,727",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
INZ RESIDENCE,"1,415,000",990.29,"1,429",Aug-24,CHOA CHU KANG AVENUE 5,Resale,Strata,92,"15,380",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,11 to 15
THE RIVERVALE,"1,340,000","1,259.39","1,064",Aug-24,RIVERVALE LINK,Resale,Strata,117,"11,453",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
THE CANOPY,"970,888",871.88,"1,114",Aug-24,YISHUN AVENUE 11,Resale,Strata,81,"11,986",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE TERRACE,"1,288,888","1,001.05","1,288",Aug-24,EDGEDALE PLAINS,Resale,Strata,93,"13,859",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
THE VISIONAIRE,"1,330,000",979.52,"1,358",Aug-24,CANBERRA DRIVE,Resale,Strata,91,"14,615",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
TREASURE CREST,"1,480,000","1,076.4","1,375",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,100,"14,800",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
SKYPARK RESIDENCES,"1,541,888","1,151.75","1,339",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,107,"14,410",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,11 to 15
THE CANOPY,"1,385,000","1,302.44","1,063",Aug-24,YISHUN AVENUE 11,Resale,Strata,121,"11,446",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE TOPIARY,"2,550,000","2,475.72","1,030",Aug-24,FERNVALE LANE,Resale,Strata,230,"11,087",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
WESTWOOD RESIDENCES,"1,240,000",947.23,"1,309",Aug-24,WESTWOOD AVENUE,Resale,Strata,88,"14,091",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,06 to 10
LILYDALE,"1,100,000","1,227.1",896,Aug-24,YISHUN AVENUE 6,Resale,Strata,114,"9,649",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,360,000","1,001.05","1,359",Aug-24,PUNGGOL WALK,Resale,Strata,93,"14,624",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
WATERBAY,"1,480,000","1,097.93","1,348",Aug-24,EDGEFIELD PLAINS,Resale,Strata,102,"14,510",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SOL ACRES,"875,000",570.49,"1,534",Aug-24,CHOA CHU KANG GROVE,Resale,Strata,53,"16,509",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
NORTHOAKS,"1,130,000","1,237.86",913,Aug-24,WOODLANDS CRESCENT,Resale,Strata,115,"9,826",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
CHESTERVALE,"1,250,000","1,259.39",993,Aug-24,BANGKIT ROAD,Resale,Strata,117,"10,684",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
PARC LIFE,"1,450,000","1,065.64","1,361",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,99,"14,646",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
LUMINA GRAND,"1,417,000",968.76,"1,463",Aug-24,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"15,744",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,080,000",828.83,"1,303",Aug-24,WOODLANDS AVENUE 6,Resale,Strata,77,"14,026",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
WANDERVALE,"1,580,000","1,130.22","1,398",Aug-24,CHOA CHU KANG AVENUE 3,Resale,Strata,105,"15,048",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
1 CANBERRA,"1,680,000","1,280.92","1,312",Aug-24,CANBERRA DRIVE,Resale,Strata,119,"14,118",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
NORTH GAIA,"1,334,000","1,001.05","1,333",Aug-24,YISHUN CLOSE,New Sale,Strata,93,"14,344",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
ARC AT TAMPINES,"1,358,888",958,"1,418",Aug-24,TAMPINES AVENUE 8,Resale,Strata,89,"15,268",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
ARC AT TAMPINES,"1,373,000",990.29,"1,386",Aug-24,TAMPINES AVENUE 8,Resale,Strata,92,"14,924",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
INZ RESIDENCE,"1,430,000","1,044.11","1,370",Aug-24,CHOA CHU KANG AVENUE 5,Resale,Strata,97,"14,742",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
THE VISIONAIRE,"1,255,000",871.88,"1,439",Aug-24,CANBERRA DRIVE,Resale,Strata,81,"15,494",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
HERON BAY,"2,098,888","1,496.2","1,403",Aug-24,UPPER SERANGOON VIEW,Resale,Strata,139,"15,100",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SOL ACRES,"875,000",570.49,"1,534",Aug-24,CHOA CHU KANG GROVE,Resale,Strata,53,"16,509",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
WANDERVALE,"1,818,000","1,248.62","1,456",Aug-24,CHOA CHU KANG AVENUE 3,Resale,Strata,116,"15,672",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
PRIVE,"1,400,000","1,001.05","1,399",Aug-24,PUNGGOL FIELD,Resale,Strata,93,"15,054",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
LA CASA,"1,260,000","1,194.8","1,055",Aug-24,WOODLANDS DRIVE 16,Resale,Strata,111,"11,351",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,11 to 15
SUMMERDALE,"1,260,000","1,270.15",992,Aug-24,BOON LAY DRIVE,Resale,Strata,118,"10,678",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
NORTHOAKS,"1,050,000","1,291.68",813,Aug-24,WOODLANDS CRESCENT,Resale,Strata,120,"8,750",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
LUMINA GRAND,"1,879,000","1,259.39","1,492",Aug-24,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,117,"16,060",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
NORTH GAIA,"1,694,000","1,313.21","1,290",Aug-24,YISHUN CLOSE,New Sale,Strata,122,"13,885",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
NORTHOAKS,"1,100,000","1,248.62",881,Aug-24,WOODLANDS CRESCENT,Resale,Strata,116,"9,483",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
PARC LIFE,"1,390,000","1,065.64","1,304",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,99,"14,040",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
NORTH GAIA,"1,208,000",968.76,"1,247",Aug-24,YISHUN CLOSE,New Sale,Strata,90,"13,422",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
PARC GREENWICH,"1,510,000","1,001.05","1,508",Aug-24,FERNVALE LANE,New Sale,Strata,93,"16,237",-,Executive Condominium,1,99 yrs lease commencing from 2020,28,Outside Central Region,06 to 10
THE TERRACE,"1,470,000","1,076.4","1,366",Aug-24,EDGEDALE PLAINS,Resale,Strata,100,"14,700",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
THE RIVERVALE,"1,390,000","1,313.21","1,058",Aug-24,RIVERVALE LINK,Resale,Strata,122,"11,393",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
PRIVE,"1,095,000",828.83,"1,321",Aug-24,PUNGGOL FIELD,Resale,Strata,77,"14,221",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE QUINTET,"1,240,000","1,270.15",976,Aug-24,CHOA CHU KANG STREET 64,Resale,Strata,118,"10,508",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,01 to 05
ARC AT TAMPINES,"1,665,000","1,227.1","1,357",Aug-24,TAMPINES AVENUE 8,Resale,Strata,114,"14,605",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
INZ RESIDENCE,"1,480,000","1,044.11","1,417",Aug-24,CHOA CHU KANG AVENUE 5,Resale,Strata,97,"15,258",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,06 to 10
THE BROWNSTONE,"1,330,000",936.47,"1,420",Aug-24,CANBERRA DRIVE,Resale,Strata,87,"15,287",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,718,000","1,130.22","1,520",Aug-24,TAMPINES CENTRAL 7,Resale,Strata,105,"16,362",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE FLORAVALE,"1,320,000","1,323.97",997,Aug-24,WESTWOOD AVENUE,Resale,Strata,123,"10,732",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
PARC LIFE,"1,320,000","1,001.05","1,319",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,93,"14,194",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
NORTHWAVE,"1,000,000",893.41,"1,119",Aug-24,WOODLANDS VIEW,Resale,Strata,83,"12,048",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
NORTH GAIA,"1,269,000",979.52,"1,296",Aug-24,YISHUN CLOSE,New Sale,Strata,91,"13,945",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,06 to 10
PARC LIFE,"1,360,000","1,065.64","1,276",Aug-24,SEMBAWANG CRESCENT,Resale,Strata,99,"13,737",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE RIVERVALE,"1,530,000","1,367.03","1,119",Aug-24,RIVERVALE LINK,Resale,Strata,127,"12,047",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
BELLEWATERS,"2,200,000","1,528.49","1,439",Aug-24,ANCHORVALE CRESCENT,Resale,Strata,142,"15,493",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
